ID;site_abbreviation;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
5534;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13461;;;
5535;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;170;230;Gaule Belgique;F. 13462;;;
5536;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;170;230;Gaule Belgique;F. 13462;;;
5537;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;170;230;Gaule Belgique;F. 13462;;;
5538;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;170;230;Gaule Belgique;F. 13462;;;
5539;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;170;230;Gaule Belgique;F. 13462;;;
5540;GON;parure, vêtement;perle;perle;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;Haevernick 1960, groupe 21;;
5541;GON;parure, vêtement;perle;perle;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;Haevernick 1960, groupe 21;;
5542;GON;parure, vêtement;perle;perle;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;Haevernick 1960, groupe 21;;
5543;GON;divers;anneau;divers;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;;;
5544;GON;ameublement;clé;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;;;
5545;GON;parure, vêtement;bague;parure annulaire bague et anneau;1;fer;dépôt primaire de mobilier;bri volontaire;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;Guiraud 1989, type 2a;;
5546;GON;parure, vêtement;perle;perle;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;Haevernick 1960, groupe 21;;
5547;GON;parure, vêtement;perle;perle;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;Haevernick 1960, groupe 21;;
5548;GON;parure, vêtement;bracelet;parure de bras;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;jeune adulte;-55;-30;Gaule Belgique;tombe 17;Gebhard 1989, série 38;;
5549;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5550;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5551;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5552;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5553;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5554;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5555;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5556;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5557;ESV;indéterminé;objet indéterminé;indéterminé;0;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;
5558;ESV;divers domestique;récipient indéterminé;récipient indéterminé;1;verre;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;0-1 an;périnatal;150;200;Aquitaine;F5003, US 5011;;;22
5559;SEPTD;stockage;bouteille;bouteille;1;verre;dépôt secondaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;70;100;Germanie;grab 22;;;122
5560;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 33;Feugère 1985, type 23c2 ;46,1;
5561;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 33;Feugère 1985, type 23c2 ;46,8;
5562;SEPTD;parure, vêtement;fibule;fibule moyenne;1;fer;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 33;;43;
5563;SEPTD;travail du textile;navette;travail du textile;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;0;0;Germanie;grab 43;;190;
5564;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;dépôt primaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 46;Feugère 1985, type 26b3;35,5;
5565;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;dépôt primaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 46;Feugère 1985, type 26b1;34,4;
5566;SEPTD;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;100;135;Germanie;grab 62;;98;
5567;SEPTD;guerre;épée;guerre;1;fer;dépôt secondaire incertain;;crémation de type indéterminé;indéterminé;;indéterminé;100;135;Germanie;grab 62;type Mainz;555;
5568;SEPTD;parure, vêtement;bracelet;parure de bras;1;fer;dépôt primaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;100;135;Germanie;grab 62;;;
5569;SEPTD;religion;statuette;statuette;1;terre cuite;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 70;;;
5570;SEPTD;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 70;;98;
5571;SEPTD;parure, vêtement;fibule;fibule moyenne;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 70;;52;
5572;SEPTD;parure, vêtement;perle;perle;1;verre;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 70;;;
5573;SEPTD;parure, vêtement;fibule;petite fibule;1;fer;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 70;;39;
5574;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 70;Feugère 1985, type 26b4;40;
5575;SEPTD;parure, vêtement;bague;parure annulaire bague et anneau;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 70;;;
5576;SEPTD;vaisselle;cuiller;ustensile de table ou de cuisine;1;alliage cuivreux;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;100;135;Germanie;grab 77;;41;
5577;SEPTD;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;bûcher en fosse ?;indéterminé;;indéterminé;100;135;Germanie;grab 83;;122;
5578;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 88;;28;
5579;SEPTD;vaisselle;cuiller;ustensile de table ou de cuisine;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 88;;32;
5580;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;dépôt primaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 90;Feugère 1985, type 29a1d1;37;
5581;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;dépôt primaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 90;Feugère 1985, type 29a1d1;37;
5582;SEPTD;travail du textile;navette;travail du textile;1;alliage cuivreux;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 101;;128;
5583;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;70;100;Germanie;grab 122;Feugère 1985, type 23a2;54,5;
5584;SEPTD;ameublement;poignée de coffret;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;70;100;Germanie;grab 129;;220;
5585;SEPTD;vaisselle;cuiller;ustensile de table ou de cuisine;1;alliage cuivreux;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;indéterminé;70;100;Germanie;grab 129;;47,8;
5586;SEPTD;ameublement;ferrure de meuble;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;70;100;Germanie;grab 129;;89;
5587;SEPTD;stockage;bouteille;bouteille;1;verre;dépôt secondaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;70;100;Germanie;grab 132;50a;;
5588;SEPTD;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;70;100;Germanie;grab 132;;;37
5589;SEPTD;écriture;stylet;intrument écriture sur cire;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 149;;86;
5590;SEPTD;écriture;stylet;intrument écriture sur cire;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 149;;122;
5591;SEPTD;écriture;stylet;intrument écriture sur cire;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 149;;120;
5592;SEPTD;instrument;couteau;couteau;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;100;135;Germanie;grab 149;;105;
5593;SEPTD;divers;ferrure;divers;1;fer;dépôt primaire de mobilier;;bûcher en fosse ?;indéterminé;;indéterminé;70;135;Germanie;grab 153;;62;
5594;SEPTD;toilette, hygiène;manche d'instrument;instrument de toilette;1;alliage cuivreux;dépôt primaire de mobilier;;bûcher en fosse ?;indéterminé;;indéterminé;70;135;Germanie;grab 153;;62;
5595;SEPTD;ameublement;garniture de meuble;ameublement;2;alliage cuivreux;dépôt secondaire de mobilier;;bûcher en fosse ?;indéterminé;;indéterminé;70;135;Germanie;grab 153;;61;
5596;SEPTD;toilette, hygiène;miroir;miroir;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;0;0;Germanie;grab 154B;Lloyd-Morgan 1977, groupe F;;
5597;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;70;100;Germanie;grab 165;23d1;55,2;
5598;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;70;100;Germanie;grab 165;23d1;38,5;
5599;SEPTD;travail du textile;forces;travail du textile;1;fer;modalité de dépôt inconnue;;crémation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 167;;282;
5600;SEPTD;instrument;couteau;couteau;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;indéterminé;135;175;Germanie;grab 174;;170;
5601;SEPTD;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 179;;78;
5602;SEPTD;stockage;bouteille;bouteille;1;verre;dépôt secondaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 179;;;102
5603;SEPTD;boisson;coupe;récipient à boire;1;alliage cuivreux;dépôt secondaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;100;135;Germanie;grab 191;;;25,5
5604;SEPTD;stockage;pot;récipient de stockage;1;verre;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 192;AR 104.3;;88
5605;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 192;Feugère 1985, type 26b2a;45;
5606;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 192;Feugère 1985, type 26b2a;45;
5607;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 192;Feugère 1985, type 26d1;43,1;
5608;SEPTD;parure, vêtement;fibule;fibule moyenne;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 192;Feugère 1985, type 26d1;44;
5609;SEPTD;parure, vêtement;fibule;petite fibule;1;alliage cuivreux;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;indéterminé;135;175;Germanie;grab 192;Feugère 1985, type 29a4b;32;
5610;SEPTD;indéterminé;tôle;indéterminé;1;alliage cuivreux;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;100;175;Germanie;grab 194;;;
5611;SEPTD;ameublement;plaque de serrure de coffret;ameublement;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation de type indéterminé;indéterminé;;indéterminé;100;135;Germanie;grab 211;;;
5612;LAM;parure, vêtement;fibule;fibule de taille indéterminée;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-30;-15;Germanie;tombe 73;;;
5613;LAM;parure, vêtement;fibule;fibule de taille indéterminée;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-30;-15;Germanie;tombe 73;;;
5614;LAM;parure, vêtement;bracelet;parure de bras;1;alliage cuivreux;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-30;-15;Germanie;tombe 73;;;
5615;FEU;parure, vêtement;perle;perle;3;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-30;-15;Germanie;tombe 51;;;
5616;FEU;parure, vêtement;fibule;fibule de taille indéterminée;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-30;-15;Germanie;tombe 73;;;
5617;FEU;travail du textile;aiguille;travail du textile;1;fer;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;20;90;Germanie;tombe 193;;;
5618;FEU;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;20;90;Germanie;tombe 193;;;
5619;FEU;parure, vêtement;fibule;fibule moyenne;1;argent;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;20;45;Germanie;tombe 197;Feugère 1985, type 10a1;42;
5620;AVEC;boisson;coupe;récipient à boire;1;verre;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;infantile ?;130;160;Germanie;Structure 106;Rütti 1991, AR 2.9;;
5621;AVEC;boisson;coupe;récipient à boire;1;verre;mobilier déposé dans une inhumation;;inhumation de type indéterminé;indéterminé;;infantile ?;130;160;Germanie;Structure 106;Rütti 1991, AR 83;;
